--lua script
Item = {
n1="Kiếm Sắt",i1="",
n2="Giáp Sắt (Nam)",i2="",
n3="Giáp Sắt (Nữ)",i3="",
n4="Kiếm Tinh Sắt",i4="",
n5="Giáp Linh Xảo (Nam)",i5="",
n6="Giáp Linh Xảo (Nữ)",i6="",
n7="Đai Linh Xảo",i7="",
n8="Ủng Linh Xảo",i8="",
n9="Đá Mắt Mèo",i9="",
n10="Mũ Linh Xảo",i10="",
n11="Dây Chuyền Linh Xảo",i11="",
n12="Găng Linh Xảo",i12="",
n13="Nhẫn Linh Xảo",i13="",
n14="Kiếm Man Lực",i14="",
n15="Giáp Man Lực (Nam)",i15="",
n16="Giáp Man Lực (Nữ)",i16="",
n17="Mũ Man Lực",i17="",
n18="Dây Chuyền Man Lực",i18="",
n19="Găng Man Lực",i19="",
n20="Nhẫn Man Lực",i20="",
n21="Đai Man Lực",i21="",
n22="Ủng Man Lực",i22="",
n23="Hồng Ngọc",i23="",
n24="Huy Chương Sắt",i24="",
n25="Huy Chương Linh Xảo",i25="",
n26="Huy Chương Man Lực",i26="",
n27="Nhẫn Nguyên Lực (Đã Bỏ)",i27="",
n28="Đao Toái Cốt",i28="",
n29="Giáp Toái Cốt (Nam)",i29="",
n30="Giáp Toái Cốt (Nữ)",i30="",
n31="Mũ Toái Cốt",i31="",
n32="Dây Chuyền Toái Cốt",i32="",
n33="Vòng Tay Toái Cốt",i33="",
n34="Đai Toái Cốt",i34="",
n35="Ủng Toái Cốt",i35="",
n36="Đá Toái Cốt",i36="",
n37="Nhẫn Toái Cốt",i37="",
n38="Huy Chương Toái Cốt",i38="",
n39="Pháp Trượng Huy Hoàng (Đã Bỏ)",i39="Pháp trượng kết từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n40="Pháp Bào Huy Hoàng (Nam)",i40="Pháp bào dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n41="Pháp Bào Huy Hoàng (Nữ)",i41="Pháp bào dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n42="Mũ Huy Hoàng (Đã Bỏ)",i42="Mũ dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n43="Dây Chuyền Huy Hoàng (Đã Bỏ)",i43="Dây chuyền dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n44="Vòng Tay Huy Hoàng (Đã Bỏ)",i44="Vòng tay dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n45="Đai Huy Hoàng (Đã Bỏ)",i45="Đai dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n46="Ủng Huy Hoàng (Đã Bỏ)",i46="Ủng dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n47="Đá Huy Hoàng (Đã Bỏ)",i47="Đá dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n48="Nhẫn Huy Hoàng (Đã Bỏ)",i48="Nhẫn dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n49="Huy Chương Huy Hoàng (Đã Bỏ)",i49="Huy chương dệt từ nguyên tố ma pháp, ẩn chứa ma lực dồi dào.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n50="Kiếm Băng Sương (Đã Bỏ)",i50="Thanh kiếm lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n51="Giáp Băng Sương (Nam)",i51="Chiến giáp lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n52="Giáp Băng Sương (Nữ)",i52="Chiến giáp lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n53="Mũ Băng Sương (Đã Bỏ)",i53="Mũ lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n54="Dây Chuyền Băng Sương (Đã Bỏ)",i54="Dây chuyền lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n55="Vòng Tay Băng Sương (Đã Bỏ)",i55="Vòng tay lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n56="Đai Băng Sương (Đã Bỏ)",i56="Đai lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n57="Ủng Băng Sương (Đã Bỏ)",i57="Ủng lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n58="Đá Băng Sương (Đã Bỏ)",i58="Đá lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n59="Nhẫn Băng Sương (Đã Bỏ)",i59="Nhẫn lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n60="Huy Chương Băng Sương (Đã Bỏ)",i60="Huy chương lạnh như băng, tỏa ra sát ý giá buốt.\\<(c0xFF00FF00) Rơi từ quái ở 'Động Tà Ác', 'Travincal'; thưởng Nhiệm Vụ Chính.\\Gợi ý: Dùng 'Đá Nâng Cấp Trang Bị' tại Rèn để nâng lên cấp 40.>",
n61="Đao Thương Lang",i61="<(c0xFFFF6600)3> <(c0xFFFF6600)Đao Thương Lang> hợp thành <(c0xFFFF6600)Đao Hoàng Kim>, CS tăng mạnh.\\Nâng cấp tại <(c0xFFFF6600)Bảng Rèn> (phím tắt: <(c0xFFFF6600)x>).",
n381="Bình Phòng Thủ (Trung)",i381="Nhấp đúp dùng\\Trong <(c0xFF00FFFF)60 phút>, P.Thủ và M.Thủ tối đa +<(c0xFF00FFFF)80>\\<(c0xFF00FF00)Thời gian Bình cùng hiệu ứng sẽ cộng dồn>\\<(c0xFF00FF00)Bình khác hiệu ứng sẽ triệt tiêu nhau>\\<(c0xFF00FF00)Mẹo: Mua tại Cửa Hàng>",
n382="Bình Phòng Thủ (Lớn)",i382="Nhấp đúp dùng\\Trong <(c0xFF00FFFF)60 phút>, P.Thủ và M.Thủ tối đa +<(c0xFF00FFFF)120>\\<(c0xFF00FF00)Thời gian Bình cùng hiệu ứng sẽ cộng dồn>\\<(c0xFF00FF00)Bình khác hiệu ứng sẽ triệt tiêu nhau>\\<(c0xFF00FF00)Mẹo: Mua tại Cửa Hàng>",
n383="Bình Sửa Chữa",i383="Nhấp đúp dùng\\Hồi đầy độ bền cho mọi trang bị đang mặc\\<(c0xFF00FF00)Mẹo: Nhận tại Cửa Hàng, sự kiện hoặc phụ bản>",
n384="Bình Hồi Sinh",i384="Vật phẩm hỗ trợ\\Bình kỳ diệu dùng để hồi sinh tại chỗ sau khi chết\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>\\<(c0xFF00FF00)Mẹo: Nhận tại Cửa Hàng, sự kiện hoặc phụ bản>",
n385="Thẻ Rửa PK",i385="Nhấp đúp dùng\\Xóa ngay <(c0xFF00FFFF)500 điểm> PK\\<(c0xFF00FF00)Mẹo: Mua tại Cửa Hàng>",
n386="Cuộn Dịch Chuyển Nhanh",i386="Vật phẩm hỗ trợ\\Dịch chuyển nhanh đến vị trí mục tiêu\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>\\<(c0xFF00FF00)Mẹo: Nhận tại Cửa Hàng, sự kiện hoặc phụ bản>",
n387="Cuộn Về Thành Đồ Long",i387="Nhấp đúp dùng\\Lập tức về Khu An Toàn Thành Đồ Long\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>\\<(c0xFF00FF00)Mẹo: Nhận tại Cửa Hàng, sự kiện hoặc phụ bản>",
n388="Cuộn Về Thánh Thành",i388="Nhấp đúp dùng\\Lập tức về Khu An Toàn Thánh Thành\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>\\<(c0xFF00FF00)Mẹo: Nhận tại Cửa Hàng, sự kiện hoặc phụ bản>",
n389="Cuộn Về Thành",i389="Nhấp đúp dùng\\Lập tức về Khu An Toàn gần nhất\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>",
n390="Gói Cuộn Về Thành",i390="Nhấp đúp mở, nhận 9 <(c0xFF00FFFF)Cuộn Về Thành>",
n391="Siêu Cuộn Về Thành",i391="Nhấp đúp dùng\\Lập tức về Khu An Toàn gần nhất\\Dùng được <(c0xFF00FFFF)50 lần>\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>",
n392="Cuộn Dịch Chuyển Ngẫu Nhiên",i392="Nhấp đúp dùng\\Dịch chuyển ngẫu nhiên đến một tọa độ trên bản đồ hiện tại\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>",
n393="Gói Cuộn Dịch Chuyển Ngẫu Nhiên",i393="Mở nhận 9 <(c0xFF00FFFF)Cuộn Dịch Chuyển Ngẫu Nhiên>",
n394="Siêu Cuộn Dịch Chuyển Ngẫu Nhiên",i394="Nhấp đúp dùng\\Dịch chuyển ngẫu nhiên đến một tọa độ trên bản đồ hiện tại\\Dùng được <(c0xFF00FFFF)50 lần>\\<(c0xFFFF0000)Một số bản đồ hạn chế sử dụng>",
n395="Loa Truyền Âm",i395="Nhấp đúp dùng\\Gửi lời của bạn đến toàn bộ người chơi trên máy chủ\\<(c0xFF00FF00)Mẹo: Mua tại Cửa Hàng>",
n396="Xúc Xắc Thường (Bỏ)",i396="Một viên xúc xắc bình thường\\Ném xuống đất để tung ngẫu nhiên <(c0xFF00FFFF)1>–<(c0xFF00FFFF)6> điểm",
n397="Xúc Xắc Ngọc (Bỏ)",i397="Một viên xúc xắc kim loại\\Ném xuống đất để tung ngẫu nhiên <(c0xFF00FFFF)1>–<(c0xFF00FFFF)6> điểm",
n398="Xúc Xắc Pha Lê (Bỏ)",i398="Một viên xúc xắc Pha Lê\\Ném xuống đất để tung ngẫu nhiên <(c0xFF00FFFF)1>–<(c0xFF00FFFF)6> điểm",
n399="Pháo Hoa Tiệc Cưới Thường (Bỏ)",i399="Nhấp đúp dùng\\Pháo hoa thường dùng trong tiệc cưới\\<(c0xFF00FFFF)Yêu Em, Tặng Em Một Hôn Lễ Đẹp Khó Quên!>",
n400="Pháo Hoa Tiệc Cưới Sang Trọng (Bỏ)",i400="Nhấp đúp dùng\\Pháo hoa sang trọng dùng trong tiệc cưới\\<(c0xFF00FFFF)Yêu Em, Tặng Em Hôn Lễ Sang Trọng Chấn Động Thế Giới!>",
n401="Tình Thầy Trò (Bỏ)",i401="Nhấp đúp dùng\\Pháo hoa tôn sư trọng đạo\\<(c0xFFFFFF00)Một Ngày Là Thầy, Cả Đời Là Cha!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n402="Nghĩa Huynh Đệ Bền Lâu (Bỏ)",i402="Nhấp đúp dùng\\Pháo hoa thể hiện nghĩa Huynh Đệ\\<(c0xFFFFFF00)Huynh Đệ Một Đời Cùng Đi!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n403="Huynh Đệ Đồng Cam (Bỏ)",i403="Nhấp đúp dùng\\Pháo hoa thể hiện đoàn kết Huynh Đệ\\<(c0xFFFFFF00)Huynh Đệ! Hết Mình!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n404="Biển Thề Non Hẹn (Bỏ)",i404="Nhấp đúp dùng\\Pháo hoa tình yêu\\<(c0xFFFFFF00)Nhớ Em! Yêu Em! Cần Em!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n405="Vạn Người Đồng Lòng (Bỏ)",i405="Nhấp đúp dùng\\Pháo hoa thể hiện đồng lòng\\<(c0xFFFFFF00)Đồng Tâm Hiệp Lực, Chúng Chí Thành Thành!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n406="Chúc Mừng Sinh Nhật (Bỏ)",i406="Nhấp đúp dùng\\Pháo hoa chúc mừng sinh nhật\\<(c0xFFFFFF00)Chúc Mừng Sinh Nhật!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n407="Pháo Hoa",i407="Dùng trong Sự Kiện Pháo Hoa Năm Mới, mỗi lần đốt nhận thưởng;\\Nhận từ Niên Thú và các hoạt động Tết khác;",
n408="Gặp Gỡ Như Quen (Bỏ)",i408="Nhấp đúp dùng\\Pháo hoa chào mừng\\<(c0xFFFFFF00)Có Bạn... Thật Tuyệt!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n409="Có Giỏi Thì Chiến (Bỏ)",i409="Nhấp đúp dùng\\Pháo hoa thể hiện chiến ý\\<(c0xFFFFFF00)Kẻ Yếu Đuối Phía Đối Diện, Có Giỏi Thì Chiến!>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n410="Còn Non Lắm (Bỏ)",i410="Nhấp đúp dùng\\Pháo hoa bày tỏ thất vọng\\<(c0xFFFFFF00)Các Ngươi Thật Yếu Đuối...>\\<(c0xFF00FF00)Đốt cạnh Người Giữ Thần Thụ Thành Đồ Long để nhận KN và Điểm Phúc Pháo Hoa>",
n411="Phiếu 1 Nguyên Bảo",i411="Nhấp đúp mở nhận <(c0xFF00FFFF)1 Nguyên Bảo>",
n412="Phiếu 5 Nguyên Bảo",i412="Nhấp đúp mở nhận <(c0xFF00FFFF)5 Nguyên Bảo>",
n413="Phiếu 10 Nguyên Bảo",i413="Nhấp đúp mở nhận <(c0xFF00FFFF)10 Nguyên Bảo>",
n414="Phiếu 50 Nguyên Bảo",i414="Nhấp đúp mở nhận <(c0xFF00FFFF)50 Nguyên Bảo>",
n415="Phiếu 100 Nguyên Bảo",i415="Nhấp đúp mở nhận <(c0xFF00FFFF)100 Nguyên Bảo>",
n416="Phiếu 500 Nguyên Bảo",i416="Nhấp đúp mở nhận <(c0xFF00FFFF)500 Nguyên Bảo>",
n417="Phiếu 1000 Nguyên Bảo",i417="Nhấp đúp mở nhận <(c0xFF00FFFF)1000 Nguyên Bảo>",
n418="Phiếu 10K Nguyên Bảo",i418="Nhấp đúp mở nhận <(c0xFF00FFFF)10K Nguyên Bảo>",
n419="15 Đậu Vui Vẻ",i419="Nhấp đúp mở nhận <(c0xFF00FFFF)15 Đậu Vui Vẻ>",
n420="30 Đậu Vui Vẻ",i420="Nhấp đúp mở nhận <(c0xFF00FFFF)30 Đậu Vui Vẻ>",
n421="50 Đậu Vui Vẻ",i421="Nhấp đúp mở nhận <(c0xFF00FFFF)50 Đậu Vui Vẻ>",
n422="100 Đậu Vui Vẻ",i422="Nhấp đúp mở nhận <(c0xFF00FFFF)100 Đậu Vui Vẻ>",
n423="Đao Thử Nghiệm",i423="",
n424="Đòn Mạnh",i424="Nhấp đúp dùng để học Đòn Mạnh\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n425="Chém Diệt Tuyệt",i425="Nhấp đúp dùng để học Chém Diệt Tuyệt\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n426="Đâm Bạo Liệt",i426="Nhấp đúp dùng để học Đâm Bạo Liệt\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n427="Nguyệt Đoạt Mệnh",i427="Nhấp đúp dùng để học Nguyệt Đoạt Mệnh\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n428="Xung Phong Đẩy Lùi",i428="Nhấp đúp dùng để học Xung Phong Đẩy Lùi\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n429="Cuồng Đao Liệt Hỏa",i429="Nhấp đúp dùng để học Cuồng Đao Liệt Hỏa\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n430="Hỏa Cầu",i430="Nhấp đúp dùng để học Hỏa Cầu\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n431="Đẩy Lùi Năng Lượng",i431="Nhấp đúp dùng để học Đẩy Lùi Năng Lượng\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n432="Lôi Quang",i432="Nhấp đúp dùng để học Lôi Quang\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n433="Tâm Linh Truyền Động",i433="Nhấp đúp dùng để học Tâm Linh Truyền Động\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n434="Bạo Liệt Hỏa Diễm",i434="Nhấp đúp dùng để học Bạo Liệt Hỏa Diễm\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n435="Thiêu Đốt Hỏa Tường",i435="Nhấp đúp dùng để học Thiêu Đốt Hỏa Tường\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n436="Lôi Quang Hủy Diệt",i436="Nhấp đúp dùng để học Lôi Quang Hủy Diệt\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n437="Lôi Quang Tốc Ảnh",i437="Nhấp đúp dùng để học Lôi Quang Tốc Ảnh\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n438="Khiên Năng Lượng",i438="Nhấp đúp dùng để học Khiên Năng Lượng\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n439="Băng Trụ Nhọn",i439="Nhấp đúp dùng để học Băng Trụ Nhọn\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n440="Thuật Hồi Phục",i440="Nhấp đúp dùng để học Thuật Hồi Phục\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n441="Chiến Pháp Niệm Lực",i441="Nhấp đúp dùng để học Chiến Pháp Niệm Lực\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n442="Độc Cốt",i442="Nhấp đúp dùng để học Độc Cốt\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n443="Linh Hồn Hỏa Chú",i443="Nhấp đúp dùng để học Linh Hồn Hỏa Chú\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n444="Phục Sinh Khô Lâu",i444="Nhấp đúp dùng để học Phục Sinh Khô Lâu\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n445="Ẩn Thân Thuật",i445="Nhấp đúp dùng để học Ẩn Thân Thuật\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n446="Quần Thể Ẩn Thân",i446="Nhấp đúp dùng để học Quần Thể Ẩn Thân\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n447="Thánh Linh Hộ Thân",i447="Nhấp đúp dùng để học Thánh Linh Hộ Thân\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n448="Luyện Khí Chiến Giáp",i448="Nhấp đúp dùng để học Luyện Khí Chiến Giáp\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n449="Quần Thể Hồi Phục",i449="Nhấp đúp dùng để học Quần Thể Hồi Phục\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n450="Triệu Hồi Ma Sứ",i450="Nhấp đúp dùng để học Triệu Hồi Ma Sứ\\VIP Chí Tôn tự học mọi kỹ năng và nâng lên Cấp 3",
n451="Quặng Đồng Thau (Bỏ)",i451="Vật phẩm nhiệm vụ\\<(c0xFFFF0000)Chỉ đào được trong nhiệm vụ yêu cầu khai thác>\\Ngoài nộp nhiệm vụ không có tác dụng khác",
n452="Sừng Trùng Cứng (Bỏ)",i452="Vô Dụng",
n453="Ấn Ký Bạo Diễm (Bỏ)",i453="<(c0xFF00FF00)Cấp 3> trở lên <(c0xFF00FF00)Cuồng Đao Liệt Hỏa> thêm <(c0xFF00FF00)3×3> <(c0xFF00FF00)180% Sát Thương Vật Lý Cơ Bản>\\Dùng <(c0xFF00FF00)Đá Nâng Cấp Trang Bị 40> nâng thành <(c0xFF00FF00)Ấn Ký Bạo Diễm Cao Cấp>",
n454="Ấn Ký Bạo Lôi (Bỏ)",i454="<(c0xFF00FF00)Cấp 3> trở lên <(c0xFF00FF00)Lôi Quang> thêm <(c0xFF00FF00)3×3> <(c0xFF00FF00)33% Sát Thương Phép Cơ Bản>\\Dùng <(c0xFF00FF00)Đá Nâng Cấp Trang Bị 40> nâng thành <(c0xFF00FF00)Ấn Ký Bạo Lôi Cao Cấp>",
n455="Phù Chú Kịch Độc (Bỏ)",i455="<(c0xFF00FF00)Cấp 3> trở lên <(c0xFF00FF00)Linh Hồn Hỏa Chú> có hiệu ứng <(c0xFF00FF00)Độc Đỏ, Độc Xanh>\\Dùng <(c0xFF00FF00)Đá Nâng Cấp Trang Bị 40> nâng thành <(c0xFF00FF00)Phù Chú Kịch Độc Cao Cấp>",
n456="Ấn Ký Lưỡi Đao (Bỏ)",i456="<(c0xFF00FF00)Cấp 3> trở lên <(c0xFF00FF00)Cuồng Đao Liệt Hỏa> khiến mục tiêu giảm tốc trong 5 giây\\Dùng <(c0xFF00FF00)Đá Nâng Cấp Trang Bị 40> nâng thành <(c0xFF00FF00)Ấn Ký Lưỡi Đao Cao Cấp>",
n457="Ấn Ký Cấm Lôi (Bỏ)",i457="<(c0xFF00FF00)Cấp 3> trở lên <(c0xFF00FF00)Lôi Quang> khiến mục tiêu giảm tốc trong 3 giây\\Dùng <(c0xFF00FF00)Đá Nâng Cấp Trang Bị 40> nâng thành <(c0xFF00FF00)Ấn Ký Cấm Lôi Cao Cấp>",
n458="Phù Chú Trói Buộc (Bỏ)",i458="<(c0xFF00FF00)Cấp 3> trở lên <(c0xFF00FF00)Linh Hồn Hỏa Chú> khiến mục tiêu giảm tốc trong 3 giây\\Đồng thời Thuật Độc có cả hiệu ứng Độc Đỏ và Độc Xanh!\\Dùng <(c0xFF00FF00)Đá Nâng Cấp Trang Bị 40> nâng thành <(c0xFF00FF00)Phù Chú Trói Buộc Cao Cấp>",
n459="Xích Huyết",i459="Nhấp đúp trang bị\\Công cụ bắt buộc của Đạo Sĩ; một số kỹ năng cần trang bị Phù để dùng\\Ví dụ Linh Hồn Hỏa Chú, Tăng Phòng Thủ Nhóm...",
n460="Mật Hổ Xà (Bỏ)",i460="",
n461="Hoa Tươi (Bỏ)",i461="",
n462="Mai Rùa Kỳ Lạ (Bỏ)",i462="",
n463="Máu Tà Ác (Bỏ)",i463="",
n464="Bù Nhìn Nguyền Rủa (Bỏ)",i464="",
n465="Nanh Heo Rừng (Bỏ)",i465="",
n466="Hoa Ký Ức (Bỏ)",i466="",
n467="Da Chuột (Bỏ)",i467="",
n468="Mẫu Đơn (Bỏ)",i468="",
n469="Móng Heo (Bỏ)",i469="",
n470="Máu Dung Nham (Bỏ)",i470="",
n471="Trái Tim Người Khổng Lồ (Bỏ)",i471="",
n472="Nanh Thép (Bỏ)",i472="",
n473="Túi Độc (Bỏ)",i473="",
n474="Oán Linh (Bỏ)",i474="",
n475="Nanh Heo (Bỏ)",i475="",
n476="Huyết Liên Thiên Hương (Bỏ)",i476="",
n477="Linh Hồn Tà Ác (Bỏ)",i477="",
